Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
рождество,4473,Christmas,,N.Neut.Inan,B1,"Golosa, LM",1,рождества,Gen.Sing,Они не виделись с прошлого Рождества.,They haven't seen each other since last Christmas.,,_,"время, политика, свободное время",,,
рождество,4474,Christmas,,N.Neut.Inan,B1,"Golosa, LM",2,рождеством,Ins.Sing,В России поздравляют с Рождеством седьмого января.,In Russia people celebrate Christmas on the 7th of January.,,_,"время, политика, свободное время",,,
рождество,4475,Christmas,,N.Neut.Inan,B1,"Golosa, LM",3,рождество,Acc.Sing,Где вы празднуете Рождество в этом году?,Where will you celebrate Christmas this year?,,_,"время, политика, свободное время",,,
роза,4476,rose,,N.Fem.Inan,B1,"MiP, LM",1,розы,Nom.Plur,"Я не люблю, как пахнут розы.",I don't like the smell of roses.,,_,"животные/растения, магазин",,,
роза,4477,rose,,N.Fem.Inan,B1,"MiP, LM",2,роз,Gen.Plur,Он подарил жене букет из красных роз.,He gave his wife a bouquet of red roses.,,_,"животные/растения, магазин",,,
роза,4478,rose,,N.Fem.Inan,B1,"MiP, LM",3,розами,Ins.Plur,Она купила платье с розами.,She bought a dress with roses on it.,,_,"животные/растения, магазин",,,
розовый,4479,pink,,A,B1,"Golosa, LM",1,розовые,Nom.Plur,Где мои розовые носки?,Where are my pink socks?,,_,описание,,,
розовый,4480,pink,,A,B1,"Golosa, LM",2,розовыми,Ins.Plur,Она надела белое платье с розовыми полосками.,She put on a white dress with pink stripes.,,_,описание,,,
розовый,4481,pink,,A,B1,"Golosa, LM",3,розовое,Nom.Neut.Sing,Мне не нравится это розовое платье.,I don't like this pink dress.,,_,описание,,,
рояль,4482,piano,,N.Masc.Inan,B1,"Golosa, LM",1,рояля,Gen.Sing,Из соседней комнаты были слышны звуки рояля.,The sounds of a piano could be heard from the next room.,,_,свободное время,,,
рояль,4483,piano,,N.Masc.Inan,B1,"Golosa, LM",2,рояле,Loc.Sing,Как красиво он умел играть на рояле!,He knew how to play the piano so beautifully!,,_,свободное время,,,
рояль,4484,piano,,N.Masc.Inan,B1,"Golosa, LM",3,рояль,Nom.Sing,Это новый рояль? А где теперь наш старый?,Is this a new piano? Where's our old one now?,,_,свободное время,,,
ругать,4485,scold,,V,B1,LM,1,ругать,Imperf.Inf,Учителям в этой школе запрещено ругать учеников.,Teachers in this school are not allowed to scold students.,,_,"внутренний мир, общение",,,
ругать,4486,scold,,V,B1,LM,2,ругали,Imperf.Plur.Past,Бабушка с дедушкой часто ругали нас в детстве.,My grandparents used to scold us when we were children.,,_,"внутренний мир, общение",,,
ругать,4487,scold,,V,B1,LM,3,ругают,Imperf.Plur.3,Соседи ругают его за шум по ночам.,The neighbors complain to him about noise at night.,,_,"внутренний мир, общение",,,
руководитель,4488,boss,,N.Masc.Anim,B1,"Golosa, LM",1,руководитель,Nom.Sing,"Руководитель проекта заявил, что денег не хватает.",The project manager said that there is not enough money.,,_,"люди, учёба/работа",,,
руководитель,4489,boss,,N.Masc.Anim,B1,"Golosa, LM",2,руководителя,Gen.Sing,Кто займёт пост руководителя организации?,Who will take the post of head of the organization?,,_,"люди, учёба/работа",,,
руководитель,4490,boss,,N.Masc.Anim,B1,"Golosa, LM",3,руководителей,Gen.Plur,Кто из руководителей группы возьмёт на себя ответственность за ошибки?,Which of the group leaders will take responsibility for the mistakes?,,_,"люди, учёба/работа",,,
руководить,4491,manage,,V,B1,LM,1,руководить,Imperf.Inf,"Он такой маленький, а уже любит всеми руководить!","He's so little, and already loves to boss everyone around!",,_,"люди, учёба/работа",,,
