Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
сесть,2522,sit down,,V,A2,MiP,3,сесть,Perf.Inf,"В библиотеке негде было сесть, поэтому я пошла работать в кафе.","There was no place to sit in the library, so went to work in a cafe.",,_,люди,,
сигарета,2523,cigarette,,N.Fem.Inan,A2,LM,1,сигарету,Acc.Sing,Не одолжите сигарету?,Could you lend me a cigarette?,,_,"магазин, здоровье",,
сигарета,2524,cigarette,,N.Fem.Inan,A2,LM,2,сигареты,Acc.Plur,Из поездок он привозит алкоголь и сигареты.,He brings alcohol and cigarettes home from his trips.,,_,"магазин, здоровье",,
сигарета,2525,cigarette,,N.Fem.Inan,A2,LM,3,сигарет,Gen.Plur,Я не люблю запах сигарет.,I don't like the smell of cigarettes.,,_,"магазин, здоровье",,
симпатичный,2526,pretty,,A,A2,"Golosa, MiP, LM",1,симпатичный,Nom.Masc.Sing,Напротив меня сидел симпатичный парень.,A nice guy was sitting across from me.,,_,описание,,
симпатичный,2527,pretty,,A,A2,"Golosa, MiP, LM",2,симпатичен,Masc.Sing,"Андрей мне симпатичен, но я люблю Антона.",Andrey is nice but I love Anton.,,_,описание,,
симпатичный,2528,pretty,,A,A2,"Golosa, MiP, LM",3,симпатичная,Nom.Fem.Sing,Его сестра — симпатичная и общительная девушка.,His sister is a pretty and sociable girl.,,_,описание,,
система,2529,system,,N.Fem.Inan,A2,"Golosa, LM",1,системы,Gen.Sing,В компьютере произошёл сбой системы.,The computer system has failed.,,_,учёба/работа,,
система,2530,system,,N.Fem.Inan,A2,"Golosa, LM",2,систем,Gen.Plur,В одной из систем самолёта возникла проблема.,There is a problem in one of the airplane’s systems.,,_,учёба/работа,,
система,2531,system,,N.Fem.Inan,A2,"Golosa, LM",3,система,Nom.Sing,Система связи в аэропорте должна работать идеально.,The communication system at the airport must work perfectly.,,_,учёба/работа,,
сказка,2532,fairy-tale,,N.Fem.Inan,A2,"Golosa, MiP, LM",1,сказка,Nom.Sing,Моя любимая сказка — «Спящая красавица».,Sleeping Beauty is my favorite fairy-tale.,,_,свободное время,,
сказка,2533,fairy-tale,,N.Fem.Inan,A2,"Golosa, MiP, LM",2,сказок,Gen.Plur,Я купила детям книжку русских сказок.,I bought a book of Russian fairy-tales for my children.,,_,свободное время,,
сказка,2534,fairy-tale,,N.Fem.Inan,A2,"Golosa, MiP, LM",3,сказки,Gen.Sing,Какой красивый лес! Как из сказки!,What a beautiful forest! Like from a fairy-tale!,,_,свободное время,,
скрипка,2535,violin,,N.Fem.Inan,A2,"Golosa, MiP, LM",1,скрипке,Loc.Sing,Аня учится играть на скрипке.,Anya is learning to play the violin.,,_,свободное время,,
скрипка,2536,violin,,N.Fem.Inan,A2,"Golosa, MiP, LM",2,скрипки,Gen.Sing,Он не любит звук скрипки.,He doesn’t like the sound of the violin.,,_,свободное время,,
скрипка,2537,violin,,N.Fem.Inan,A2,"Golosa, MiP, LM",3,скрипок,Gen.Plur,Александр — очень известный коллекционер скрипок.,Alexander is a very famous collector of violins.,,_,свободное время,,
сладкий,2538,sweet,,A,A2,LM,1,сладкий,Inan.Acc.Masc.Sing,Я купил тебе маленький сладкий подарок!,I bought you a sweet little present.,,_,"описание, еда",,
сладкий,2539,sweet,,A,A2,LM,2,сладкая,Nom.Fem.Sing,Эта конфета слишком сладкая.,This candy is too sweet.,,_,"описание, еда",,
сладкий,2540,sweet,,A,A2,LM,3,сладких,Gen.Plur,Спокойной ночи! Сладких снов!,Goodnight! Sweet dreams!,,_,"описание, еда",,
сложный,2541,difficult,,A,A2,"Golosa, LM",1,сложно,Adverb,Мне сложно учиться в музыкальной школе.,It's difficult for me to study at the conservatory.,,_,"описание, учёба/работа",,
сложный,2542,difficult,,A,A2,"Golosa, LM",2,сложнее,Comparative,"Учить китайский было сложнее, чем испанский.",It was more difficult for me to learn Chinese than Spanish.,,_,"описание, учёба/работа",,
сложный,2543,difficult,,A,A2,"Golosa, LM",3,сложные,Nom.Plur,В этом году у нас сложные предметы.,We have difficult subjects this year.,,_,"описание, учёба/работа",,
случай,2544,case,,N.Masc.Inan,A2,LM,1,случае,Loc.Sing,В таком случае я не буду работать над этим проектом!,"In that case, I will not work on this project!",,_,учёба/работа,,
случай,2545,case,,N.Masc.Inan,A2,LM,2,случаях,Loc.Plur,Что обычно делают пилоты в таких случаях?,What do pilots usually do in such situations?,,_,учёба/работа,,
случай,2546,case,,N.Masc.Inan,A2,LM,3,случаев,Gen.Plur,В большинстве случаев самолёт — самый безопасный вид транспорта.,In most cases an airplane is the safest means of transport.,,_,учёба/работа,,
случаться,2547,happen,,V,A2,LM,1,случаются,Imperf.Plur.3,"Чудеса случаются, когда их не ждёшь.",Miracles happen when you don’t expect them.,,_,учёба/работа,,
случаться,2548,happen,,V,A2,LM,2,случается,Imperf.Sing.3,"Часто случается, что дети выбирают профессию родителей.",It often happens that children choose the same profession as their parents.,,_,учёба/работа,,
случаться,2549,happen,,V,A2,LM,3,случалось,Imperf.Neut.Sing.Past,Со мной такого никогда не случалось.,Nothing like this ever happened to me before.,,_,учёба/работа,,
случиться,2550,happen,,V,A2,Golosa,1,случилось,Perf.Neut.Sing.Past,Случилось страшное: самолёт разбился.,A frightening thing happened: the plane crashed.,,_,учёба/работа,,
случиться,2551,happen,,V,A2,Golosa,2,случится,Perf.Sing.3,"Никогда не знаешь, что случится завтра.",You never know what will happen tomorrow.,,_,учёба/работа,,
случиться,2552,happen,,V,A2,Golosa,3,случиться,Perf.Inf,Что может с нами здесь случиться? Не переживай!,What could happen to us here? Don’t worry!,,_,учёба/работа,,
слушать,2553,listen,,V,A2,"Golosa, MiP, LM",1,слушать,Imperf.Inf,Я люблю слушать шум моря.,I like to listen to the sound of the sea.,,_,"люди, общение",10,
слушать,2554,listen,,V,A2,"Golosa, MiP, LM",2,слушай,Imperf.Imper.Sing.2,Слушай учительницу внимательно! Не отвлекайся!,Listen carefully to the teacher! Don’t get distracted!,,_,"люди, общение",10,
слушать,2555,listen,,V,A2,"Golosa, MiP, LM",3,слушала,Imperf.Fem.Sing.Past,"Я совсем не слушала, что он говорил.",I didn’t listen at all to what he was talking about.,,_,"люди, общение",10,
слышать,2556,hear,,V,A2,"Golosa, MiP, LM",1,слышал,Imperf.Masc.Sing.Past,"Ты не слышал, куда нам нужно идти?",Have you heard where we have to go?,,_,"люди, общение, здоровье",10,
слышать,2557,hear,,V,A2,"Golosa, MiP, LM",2,слышали,Imperf.Plur.Past,"На концерте было слишком громко, поэтому они не слышали друг друга.",It was too loud at the concert that’s why they didn’t hear each other.,,_,"люди, общение, здоровье",10,
слышать,2558,hear,,V,A2,"Golosa, MiP, LM",3,слышала,Imperf.Fem.Sing.Past,Я никогда не слышала этой песни.,I've never heard that song.,,_,"люди, общение, здоровье",10,
